"Bill_id","History_date","History_description","History_refid"
"HB94","02/10/16","H Stricken from docket by Courts of Justice","H08V0197"
"HB95","12/13/15","H Prefiled and ordered printed; offered 01/13/16 16100433D",""
"HB95","12/13/15","H Referred to Committee on Finance",""
"HB95","01/15/16","H Assigned Finance sub: Subcommittee #1",""
"HB95","01/27/16","H Subcommittee recommends reporting (9-Y 0-N)","H1001V0008"
"HB95","02/01/16","H Reported from Finance (22-Y 0-N)","H10V0039"
"HB95","02/02/16","H Read first time",""
"HB95","02/03/16","H Read second time and engrossed",""
"HB95","02/04/16","H Read third time and passed House BLOCK VOTE (98-Y 0-N)",""
"HB95","02/04/16","H VOTE: BLOCK VOTE PASSAGE (98-Y 0-N)","HV0262"
"HB95","02/05/16","S Constitutional reading dispensed",""
"HB95","02/05/16","S Referred to Committee on Finance",""
"HB95","02/11/16","H Impact statement from TAX (HB95)",""
"HB95","02/23/16","S Reported from Finance (15-Y 0-N)","S05V0185"
"HB95","02/24/16","S Constitutional reading dispensed (39-Y 0-N)","SV0597"
"HB95","02/25/16","S Read third time",""
"HB95","02/25/16","S Passed Senate (40-Y 0-N)","SV0613"
"HB95","02/29/16","H Enrolled",""
"HB95","02/29/16","H Bill text as passed House and Senate (HB95ER)",""
"HB95","02/29/16","H Impact statement from TAX (HB95ER)",""
"HB95","02/29/16","H Signed by Speaker",""
"HB95","03/03/16","S Signed by President",""
"HB95","03/04/16","H Enrolled Bill communicated to Governor on 3/4/16",""
"HB95","03/04/16","G Governor's Action Deadline Midnight, March 11, 2016",""
"HB95","03/11/16","G Approved by Governor-Chapter 342 (effective 7/1/16)",""
"HB95","03/11/16","G Acts of Assembly Chapter text (CHAP0342)",""
"HB96","12/14/15","H Prefiled and ordered printed; offered 01/13/16 16101603D",""
"HB96","12/14/15","H Referred to Committee for Courts of Justice",""
"HB96","01/14/16","H Assigned Courts sub:",""
"HB96","02/03/16","H Impact statement from DPB (HB96)",""
"HB96","02/10/16","H Continued to 2017 in Courts of Justice","H08V0198"
"HB97","12/14/15","H Prefiled and ordered printed; offered 01/13/16 16100566D",""
"HB97","12/14/15","H Referred to Committee on Transportation",""
"HB97","01/15/16","H Assigned Transportation sub: Subcommittee #3",""
"HB97","02/04/16","H Subcommittee recommends reporting with amendment(s) (8-Y 0-N)","H1903V0057"
"HB97","02/08/16","H Impact statement from DPB (HB97)",""
"HB97","02/09/16","H Reported from Transportation with substitute (22-Y 0-N)","H19V0109"
"HB97","02/09/16","H Committee substitute printed 16105221D-H1",""
"HB97","02/10/16","H Read first time",""
"HB97","02/11/16","H Read second time",""
"HB97","02/11/16","H Committee substitute agreed to 16105221D-H1",""
"HB97","02/11/16","H Engrossed by House - committee substitute HB97H1",""
"HB97","02/12/16","H Read third time and passed House (97-Y 1-N)",""
"HB97","02/12/16","H VOTE: PASSAGE (97-Y 1-N)","HV0476"
"HB97","02/15/16","S Constitutional reading dispensed",""
"HB97","02/15/16","S Referred to Committee on Transportation",""
"HB97","02/24/16","S Reported from Transportation with substitute (13-Y 0-N)","S11V0097"
"HB97","02/24/16","S Committee substitute printed 16105689D-S1",""
"HB97","02/26/16","S Constitutional reading dispensed (39-Y 0-N)","SV0676"
"HB97","02/29/16","S Read third time",""
"HB97","02/29/16","S Reading of substitute waived",""
"HB97","02/29/16","S Committee substitute agreed to 16105689D-S1",""
"HB97","02/29/16","S Engrossed by Senate - committee substitute HB97S1",""
"HB97","02/29/16","S Passed Senate with substitute (38-Y 0-N)","SV0693"
"HB97","02/29/16","S Reconsideration of Senate passage agreed to by Senate (38-Y 0-N)","SV0716"
"HB97","02/29/16","S Passed Senate with substitute (38-Y 0-N)","SV0717"
"HB97","03/01/16","H Placed on Calendar",""
"HB97","03/02/16","H Senate substitute agreed to by House 16105689D-S1 (98-Y 0-N)",""
"HB97","03/02/16","H VOTE: ADOPTION (98-Y 0-N)","HV1101"
"HB97","03/03/16","H Enrolled",""
"HB97","03/03/16","H Bill text as passed House and Senate (HB97ER)",""
"HB97","03/03/16","H Signed by Speaker",""
"HB97","03/06/16","S Signed by President",""
"HB97","03/07/16","H Enrolled Bill communicated to Governor on 3/7/2016",""
"HB97","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"HB98","12/14/15","H Prefiled and ordered printed; offered 01/13/16 16100622D",""
"HB98","12/14/15","H Referred to Committee on Transportation",""
"HB98","01/15/16","H Assigned Transportation sub: Subcommittee #2",""
"HB98","01/26/16","H Impact statement from DPB (HB98)",""
"HB98","02/08/16","H Subcommittee recommends reporting with amendment(s) (6-Y 0-N)","H1902V0026"
"HB98","02/11/16","H Reported from Transportation with substitute (20-Y 0-N)","H19V0123"
"HB98","02/11/16","H Committee substitute printed 16105316D-H1",""
"HB98","02/12/16","H Read first time",""
"HB98","02/15/16","H Read second time",""
"HB98","02/15/16","H Committee substitute agreed to 16105316D-H1",""
"HB98","02/15/16","H Engrossed by House - committee substitute HB98H1",""
"HB98","02/16/16","H Read third time and passed House BLOCK VOTE (99-Y 0-N)",""
"HB98","02/16/16","H VOTE: BLOCK VOTE PASSAGE (99-Y 0-N)","HV0547"
"HB98","02/17/16","S Constitutional reading dispensed",""
"HB98","02/17/16","S Referred to Committee on Transportation",""
"HB98","02/18/16","H Impact statement from DPB (HB98H1)",""
"HB98","02/24/16","S Reported from Transportation with substitute (13-Y 0-N)","S11V0098"
"HB98","02/24/16","S Committee substitute printed 16105683D-S1",""
"HB98","02/26/16","S Constitutional reading dispensed (39-Y 0-N)","SV0676"
"HB98","02/26/16","H Impact statement from DPB (HB98S1)",""
"HB98","02/29/16","S Read third time",""
"HB98","02/29/16","S Reading of substitute waived",""
"HB98","02/29/16","S Committee substitute agreed to 16105683D-S1",""
"HB98","02/29/16","S Engrossed by Senate - committee substitute HB98S1",""
"HB98","02/29/16","S Passed Senate with substitute (38-Y 0-N)","SV0693"
"HB98","02/29/16","S Reconsideration of Senate passage agreed to by Senate (38-Y 0-N)","SV0716"
"HB98","02/29/16","S Passed by for the day",""
"HB98","03/01/16","S Read third time",""
"HB98","03/01/16","S Passed by for the day",""
"HB98","03/02/16","S Read third time",""
"HB98","03/02/16","S Passed by for the day",""
"HB98","03/03/16","S Read third time",""
"HB98","03/03/16","S Passed by for the day",""
"HB98","03/04/16","S Read third time",""
"HB98","03/04/16","S Reading of amendments waived",""
"HB98","03/04/16","S Amendments by Senator Cosgrove agreed to",""
"HB98","03/04/16","S Engrossed by Senate - committee substitute with amendments HB98S1",""
"HB98","03/04/16","S Passed Senate with substitute with amendments (39-Y 0-N)","SV0866"
"HB98","03/04/16","S Reconsideration of Senate passage agreed to by Senate (39-Y 0-N)","SV0871"
"HB98","03/04/16","S Passed Senate with substitute with amendments (39-Y 0-N)","SV0873"
"HB98","03/07/16","H Placed on Calendar",""
"HB98","03/08/16","H Senate substitute with amendments agreed to by House 16105683D-S1 (99-Y 0-N)",""
"HB98","03/08/16","H VOTE: ADOPTION (99-Y 0-N)","HV1253"
"HB98","03/09/16","H Enrolled",""
"HB98","03/09/16","H Bill text as passed House and Senate (HB98ER)",""
"HB98","03/09/16","H Impact statement from DPB (HB98ER)",""
"HB98","03/09/16","H Signed by Speaker",""
"HB98","03/10/16","S Signed by President",""
"HB98","03/11/16","H Enrolled Bill communicated to Governor on 3/11/16",""
"HB98","03/11/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"HB99","12/14/15","H Prefiled and ordered printed; offered 01/13/16 16100671D",""
"HB99","12/14/15","H Referred to Committee on Transportation",""
"HB99","01/15/16","H Assigned Transportation sub: Subcommittee #3",""
"HB99","02/02/16","H Subcommittee recommends laying on the table","H1903V0036"
"HB99","02/16/16","H Left in Transportation","H19V0134"
"HB100","12/14/15","H Prefiled and ordered printed; offered 01/13/16 16101510D",""
"HB100","12/14/15","H Referred to Committee on Privileges and Elections",""
"HB100","01/14/16","H Assigned P & E sub:",""
"HB100","01/19/16","H Subcommittee recommends striking from docket","H1804V0004"
"HB100","01/26/16","H Impact statement from DPB (HB100)",""
"HB100","02/16/16","H Left in Privileges and Elections","H18V0038"
"HB101","12/14/15","H Prefiled and ordered printed; offered 01/13/16 16101514D",""
"HB101","12/14/15","H Referred to Committee on Privileges and Elections",""
"HB101","01/14/16","H Assigned P & E sub:",""
"HB101","01/18/16","H Impact statement from DPB (HB101)",""
"HB101","01/19/16","H Subcommittee recommends laying on the table","H1804V0005"
"HB101","02/16/16","H Left in Privileges and Elections","H18V0039"
"HB102","12/14/15","H Prefiled and ordered printed; offered 01/13/16 16100533D",""
"HB102","12/14/15","H Referred to Committee for Courts of Justice",""
"HB102","01/09/16","H Impact statement from VCSC (HB102)",""
"HB102","01/29/16","H Impact statement from DPB (HB102)",""
"HB102","02/05/16","H Assigned Courts sub: Criminal Law",""
"HB102","02/08/16","H Subcommittee recommends reporting (10-Y 0-N)","H0801V0120"
"HB102","02/10/16","H Reported from Courts of Justice (22-Y 0-N)","H08V0168"
"HB102","02/12/16","H Read first time",""
"HB102","02/15/16","H Read second time and engrossed",""
"HB102","02/16/16","H Read third time and passed House (94-Y 5-N)",""
"HB102","02/16/16","H VOTE: PASSAGE (94-Y 5-N)","HV0687"
"HB102","02/17/16","S Constitutional reading dispensed",""
"HB102","02/17/16","S Referred to Committee for Courts of Justice",""
"HB102","02/24/16","S Reported from Courts of Justice with substitute (15-Y 0-N)","S03V0300"
"HB102","02/24/16","S Committee substitute printed 16105814D-S1",""
"HB102","02/24/16","S Rereferred to Finance",""
"HB102","02/25/16","H Impact statement from VCSC (HB102S1)",""
"HB102","03/01/16","H Impact statement from DPB (HB102S1)",""
"HB102","03/02/16","S Continued to 2017 in Finance (15-Y 0-N)","S05V0233"
"HB103","12/14/15","H Prefiled and ordered printed; offered 01/13/16 16100511D",""
"HB103","12/14/15","H Referred to Committee on Commerce and Labor",""
"HB103","01/12/16","H Impact statement from SCC (HB103)",""
"HB103","01/26/16","H Assigned C & L sub: Special Sub-Consumer Lending",""
"HB103","02/04/16","H Subcommittee recommends laying on the table (5-Y 2-N)","H1405V0002"
"HB103","02/16/16","H Left in Commerce and Labor","H14V0094"
"HB104","12/15/15","H Prefiled and ordered printed; offered 01/13/16 16101461D",""
"HB104","12/15/15","H Referred to Committee on Privileges and Elections",""
"HB104","01/14/16","H Assigned P & E sub:",""
"HB104","01/17/16","H Impact statement from DPB (HB104)",""
"HB104","01/27/16","H Subcommittee recommends reporting (7-Y 0-N)","H1804V0016"
"HB104","01/29/16","H Reported from Privileges and Elections (21-Y 0-N)","H18V0009"
"HB104","02/01/16","H Read first time",""
"HB104","02/02/16","H Read second time and engrossed",""
"HB104","02/03/16","H Read third time and passed House BLOCK VOTE (97-Y 0-N)",""
"HB104","02/03/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0228"
"HB104","02/04/16","S Constitutional reading dispensed",""
"HB104","02/04/16","S Referred to Committee on Privileges and Elections",""
"HB104","02/09/16","S Reported from Privileges and Elections (9-Y 0-N)","S08V0068"
"HB104","02/11/16","S Constitutional reading dispensed (39-Y 0-N)","SV0330"
"HB104","02/12/16","S Read third time",""
"HB104","02/12/16","S Passed Senate (38-Y 0-N)","SV0345"
"HB104","02/16/16","H Enrolled",""
"HB104","02/16/16","H Bill text as passed House and Senate (HB104ER)",""
"HB104","02/16/16","H Impact statement from DPB (HB104ER)",""
"HB104","02/16/16","H Signed by Speaker",""
"HB104","02/16/16","S Signed by President",""
"HB104","02/17/16","H Enrolled Bill communicated to Governor on 2/17/16",""
"HB104","02/17/16","G Governor's Action Deadline Midnight, Wednesday, February 24, 2016",""
"HB104","02/24/16","H Governor's recommendation received by House",""
"HB104","02/24/16","H Placed on Calendar",""
"HB104","02/26/16","H House concurred in Governor's recommendation (95-Y 1-N)",""
"HB104","02/26/16","H VOTE: ADOPTION (95-Y 1-N)","HV1015"
"HB104","03/01/16","S Senate concurred in Governor's recommendation (39-Y 0-N)","SV0748"
"HB104","03/01/16","G Governor's recommendation adopted",""
"HB104","03/01/16","H Reenrolled",""
"HB104","03/01/16","H Reenrolled bill text (HB104ER2)",""
"HB104","03/01/16","H Signed by Speaker as reenrolled",""
"HB104","03/01/16","S Signed by President as reenrolled",""
"HB104","03/01/16","H Enacted, Chapter 218 (effective 7/1/16)",""
"HB104","03/02/16","H Impact statement from DPB (HB104ER2)",""
"HB104","03/02/16","G Acts of Assembly Chapter text (CHAP0218)",""
"HB105","12/15/15","H Prefiled and ordered printed; offered 01/13/16 16101462D",""
"HB105","12/15/15","H Referred to Committee on Privileges and Elections",""
"HB105","01/14/16","H Assigned P & E sub:",""
"HB105","01/19/16","H Impact statement from DPB (HB105)",""
"HB105","01/27/16","H Subcommittee recommends reporting (7-Y 0-N)","H1804V0017"
"HB105","01/29/16","H Reported from Privileges and Elections (21-Y 0-N)","H18V0010"
"HB105","02/01/16","H Read first time",""
"HB105","02/02/16","H Read second time and engrossed",""
"HB105","02/03/16","H Read third time and passed House BLOCK VOTE (97-Y 0-N)",""
"HB105","02/03/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0229"
"HB105","02/04/16","S Constitutional reading dispensed",""
"HB105","02/04/16","S Referred to Committee on Privileges and Elections",""
"HB105","02/09/16","S Reported from Privileges and Elections (9-Y 0-N)","S08V0069"
"HB105","02/11/16","S Constitutional reading dispensed (39-Y 0-N)","SV0330"
"HB105","02/12/16","S Read third time",""
"HB105","02/12/16","S Passed Senate (38-Y 0-N)","SV0345"
"HB105","02/16/16","H Enrolled",""
"HB105","02/16/16","H Bill text as passed House and Senate (HB105ER)",""
"HB105","02/16/16","H Impact statement from DPB (HB105ER)",""
"HB105","02/16/16","H Signed by Speaker",""
"HB105","02/16/16","S Signed by President",""
"HB105","02/17/16","H Enrolled Bill communicated to Governor on 2/17/16",""
"HB105","02/17/16","G Governor's Action Deadline Midnight, Wednesday, February 24, 2016",""
"HB105","02/24/16","G Approved by Governor-Chapter 14 (effective 7/1/16)",""
"HB105","02/24/16","G Acts of Assembly Chapter text (CHAP0014)",""
"HB106","12/15/15","H Prefiled and ordered printed; offered 01/13/16 16101315D",""
"HB106","12/15/15","H Referred to Committee on Counties, Cities and Towns",""
"HB106","01/12/16","H Impact statement from DHCD (HB106)",""
"HB106","01/18/16","H Assigned CC & T sub: Subcommittee #1",""
"HB106","01/20/16","H Subcommittee recommends reporting (9-Y 0-N)","H0701V0004"
"HB106","01/29/16","H Reported from Counties, Cities and Towns (21-Y 0-N)","H07V0005"
"HB106","02/01/16","H Read first time",""
"HB106","02/02/16","H Read second time and engrossed",""
"HB106","02/03/16","H Read third time and passed House (94-Y 1-N)",""
"HB106","02/03/16","H VOTE: PASSAGE (94-Y 1-N)","HV0258"
"HB106","02/04/16","S Constitutional reading dispensed",""
"HB106","02/04/16","S Referred to Committee on Local Government",""
"HB106","02/23/16","S Reported from Local Government (13-Y 0-N)","S07V0049"
"HB106","02/25/16","S Constitutional reading dispensed (40-Y 0-N)","SV0636"
"HB106","02/26/16","S Read third time",""
"HB106","02/26/16","S Passed Senate (39-Y 0-N)","SV0660"
"HB106","03/01/16","H Enrolled",""
"HB106","03/01/16","H Bill text as passed House and Senate (HB106ER)",""
"HB106","03/01/16","H Signed by Speaker",""
"HB106","03/04/16","S Signed by President",""
"HB106","03/07/16","H Enrolled Bill communicated to Governor on 3/7/2016",""
"HB106","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"HB106","03/07/16","G Approved by Governor-Chapter 314 (effective 7/1/16)",""
"HB106","03/07/16","G Acts of Assembly Chapter text (CHAP0314)",""
"HB107","12/15/15","H Prefiled and ordered printed; offered 01/13/16 16101030D",""
"HB107","12/15/15","H Referred to Committee on Privileges and Elections",""
"HB107","01/14/16","H Assigned P & E sub:",""
"HB107","01/20/16","H Impact statement from DPB (HB107)",""
"HB107","01/27/16","H Subcommittee recommends laying on the table","H1804V0020"
